id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9
2249,0,0,0,3,0,1,3,2,3,2
2250,1,1,0,1,1,0,4,2,9,10
2251,1,2,0,4,3,5,0,6,3,5
2252,0,1,2,0,4,2,4,7,2,4
2253,0,2,0,3,2,0,0,3,4,3
2254,1,0,3,0,2,4,7,3,5,8
2255,0,1,0,1,3,6,0,2,4,5
2256,1,2,0,2,5,1,7,4,5,7
2257,1,2,3,2,3,5,5,5,4,5
2258,0,2,3,0,2,6,3,8,1,4
2259,1,2,2,1,2,4,2,0,9,0
2260,0,1,3,3,3,3,4,6,5,10
2261,1,1,2,0,5,4,5,6,6,8
2262,1,0,3,4,0,2,1,6,1,2
2263,1,1,2,0,4,3,3,2,7,2
2264,1,2,2,2,1,6,5,5,2,10
2265,0,2,3,3,2,1,3,0,8,8
2266,1,0,1,1,1,2,0,6,1,4
2267,0,1,2,1,1,4,7,4,7,1
2268,0,0,3,3,0,6,3,4,2,1
2269,0,1,3,0,5,3,0,1,3,0
2270,0,1,2,1,1,5,5,1,0,4
2271,0,0,3,3,2,3,1,6,3,2
2272,1,0,0,1,3,6,0,0,5,10
2273,0,1,3,2,3,4,1,0,7,7
2274,1,2,2,0,4,0,0,5,6,3
2275,0,0,3,1,3,0,0,3,7,0
2276,0,1,0,3,3,3,0,2,2,7
2277,1,0,3,2,3,6,5,3,4,9
2278,0,0,0,4,1,1,7,4,8,4
2279,1,0,1,3,5,0,6,7,3,5
2280,0,1,3,1,3,5,3,6,3,5
2281,0,1,0,4,1,5,1,4,0,1
2282,1,2,1,1,4,2,0,0,2,3
2283,1,2,0,1,1,0,2,6,9,10
2284,1,2,2,1,1,4,3,5,2,4
2285,1,0,1,3,5,0,3,4,7,3
2286,1,1,0,2,2,6,1,4,8,0
2287,0,2,3,0,5,6,6,6,2,8
2288,1,2,0,2,2,2,0,0,9,6
2289,0,1,1,0,4,6,1,4,2,1
2290,1,1,3,4,4,0,4,2,9,6
2291,0,1,1,3,0,2,4,7,8,8
2292,0,0,2,0,2,0,6,5,6,10
2293,1,1,2,3,5,0,6,2,9,6
2294,1,2,2,3,2,3,3,8,3,2
2295,1,0,0,3,1,6,4,4,1,2
2296,0,2,1,1,2,6,7,3,3,0
2297,0,1,3,3,2,2,6,3,5,0
2298,1,0,3,1,4,3,2,4,8,2
2299,0,2,1,3,3,0,2,1,3,5
2300,0,0,3,4,4,1,5,3,1,7
2301,1,1,0,3,1,1,0,1,9,1
2302,0,0,0,3,5,3,0,0,5,3
2303,0,0,2,3,2,3,4,2,1,0
2304,1,0,2,3,5,6,6,7,1,5
2305,1,2,2,4,1,1,0,0,5,3
2306,1,2,1,4,0,0,1,2,8,4
2307,1,1,2,4,5,3,6,5,1,9
2308,0,2,2,3,4,3,3,8,6,10
2309,1,2,0,3,2,4,4,7,7,0
2310,1,2,2,2,0,2,6,7,1,7
2311,1,2,2,0,3,0,1,5,4,10
2312,1,2,3,4,4,5,6,2,2,10
2313,1,1,3,1,4,1,6,3,8,3
2314,0,0,2,3,2,0,7,1,8,8
2315,0,1,2,4,2,0,6,0,2,1
2316,0,2,0,2,5,2,5,0,8,8
2317,0,0,1,4,1,3,5,2,7,1
2318,0,0,0,3,1,6,0,0,2,0
2319,0,2,3,2,3,5,7,8,3,2
2320,1,0,2,2,5,0,5,0,2,3
2321,0,2,0,3,3,2,4,4,5,8
2322,0,2,0,3,0,2,1,8,9,4
2323,1,0,3,3,2,1,5,2,7,7
2324,1,0,3,1,3,4,3,7,0,1
2325,0,2,1,3,0,4,5,4,3,10
2326,1,2,3,1,1,1,1,3,4,6
2327,1,0,2,2,2,4,3,4,6,0
2328,0,2,3,2,5,1,2,1,9,9
2329,1,0,2,1,3,2,7,5,3,2
2330,0,2,3,3,3,4,3,6,3,9
2331,0,2,2,0,2,0,4,8,1,1
2332,0,0,1,2,3,4,2,6,8,4
2333,0,1,0,4,4,1,2,2,8,10
2334,1,2,1,1,4,3,2,2,6,4
2335,1,2,2,1,2,2,5,8,3,6
2336,0,1,2,2,4,1,2,6,3,9
2337,0,0,0,0,1,1,3,1,7,10
2338,1,0,2,3,0,0,2,3,5,7
2339,1,2,2,3,5,4,4,2,4,1
2340,1,0,1,2,4,6,4,5,7,2
2341,1,0,1,1,0,2,1,8,3,8
2342,0,0,2,4,3,6,4,5,1,7
2343,0,0,2,2,3,0,6,2,8,8
2344,0,0,3,1,3,1,5,8,9,0
2345,1,2,3,3,2,6,6,6,7,1
2346,1,1,3,1,0,0,6,7,0,4
2347,1,2,3,1,5,0,4,5,6,1
2348,1,1,3,1,5,6,7,5,3,1
2349,1,1,3,0,4,1,2,7,0,10
2350,1,2,3,3,2,5,3,2,9,1
2351,0,2,2,1,1,4,1,2,3,2
2352,1,2,1,4,1,4,2,3,7,5
2353,1,0,1,2,0,3,7,8,5,9
2354,0,1,0,3,5,2,2,1,5,8
2355,0,0,1,2,3,4,5,5,9,9
2356,1,1,3,2,2,4,3,8,8,2
2357,0,2,2,3,4,6,5,8,9,3
2358,1,2,2,0,1,6,2,7,8,0
2359,0,1,2,0,4,6,0,5,4,5
2360,1,0,3,3,2,0,7,6,6,8
2361,0,1,2,2,3,6,7,6,0,7
2362,1,2,1,4,5,2,4,7,7,1
2363,0,2,0,1,0,0,3,8,2,6
2364,0,1,3,1,5,1,5,0,7,7
2365,1,2,1,2,5,3,1,5,4,6
2366,1,2,1,2,0,6,0,2,1,0
2367,0,0,0,2,1,0,1,1,8,6
2368,0,1,1,0,3,1,2,2,7,10
2369,1,2,0,1,4,3,4,7,5,10
2370,0,0,3,2,5,5,0,0,9,9
2371,1,1,1,2,1,6,5,7,8,2
2372,0,1,0,1,3,1,3,8,3,6
2373,0,0,0,2,3,0,1,7,5,5
2374,1,2,2,2,5,5,1,7,7,8
2375,0,2,3,2,3,0,5,0,4,1
2376,1,1,1,4,0,3,3,0,3,5
2377,0,0,0,2,1,3,5,8,4,2
2378,1,2,0,1,3,4,4,7,8,10
2379,1,0,2,0,3,0,7,7,7,5
2380,0,2,3,1,3,4,3,1,6,5
2381,0,2,1,3,4,1,1,1,6,2
2382,1,1,1,0,3,3,3,3,7,3
2383,0,2,3,4,1,4,2,3,1,1
2384,1,0,1,3,5,1,4,2,8,4
2385,0,0,3,1,1,4,2,1,0,2
2386,1,0,0,3,0,5,2,4,1,5
2387,1,2,1,3,3,3,0,8,6,7
2388,1,1,2,0,2,0,0,5,4,10
2389,1,2,0,2,3,3,5,2,3,8
2390,1,1,1,0,3,1,3,2,8,3
2391,1,0,1,1,5,5,4,1,9,3
2392,1,2,3,3,2,6,0,1,9,3
2393,0,2,3,0,2,4,4,7,4,0
2394,1,0,2,2,3,6,7,1,4,8
2395,0,0,0,1,0,4,6,0,8,8
2396,0,0,0,3,1,0,4,1,3,8
2397,1,0,3,0,1,1,2,0,2,7
2398,0,1,3,0,0,2,1,8,6,3
2399,0,1,3,4,3,0,5,0,2,2
2400,0,0,3,0,4,3,3,0,6,3
2401,0,1,1,4,5,5,5,4,9,6
2402,1,0,1,0,2,0,0,4,2,5
2403,0,1,1,1,0,6,7,3,8,0
2404,1,2,3,2,3,1,3,6,0,10
2405,1,1,1,4,0,3,4,2,5,1
2406,0,1,0,3,5,1,3,8,8,4
2407,0,0,1,3,4,5,5,8,5,1
2408,0,0,0,0,4,2,7,2,9,7
2409,0,0,0,4,0,0,5,8,2,4
2410,0,1,1,1,2,3,1,5,1,2
2411,0,0,2,4,1,0,2,1,0,0
2412,1,0,1,1,1,5,0,5,9,3
2413,0,1,0,0,0,0,2,6,4,7
2414,1,2,2,2,1,5,7,7,7,3
2415,0,1,2,3,1,5,1,7,7,4
2416,1,2,3,4,5,4,6,2,9,0
2417,1,1,3,3,4,0,5,6,1,0
2418,1,2,0,0,2,4,3,2,8,9
2419,1,2,2,0,1,4,0,5,9,8
2420,1,1,0,3,5,0,4,5,1,10
2421,0,2,1,3,1,2,5,7,8,8
2422,1,2,2,0,4,6,2,4,6,3
2423,0,2,2,1,4,1,6,2,2,1
2424,1,0,3,0,1,1,6,3,1,6
2425,1,2,0,1,3,5,1,4,7,2
2426,0,2,2,0,5,4,0,8,5,3
2427,1,1,2,4,5,1,2,3,0,8
2428,0,0,2,4,4,1,4,8,7,9
2429,1,1,1,0,1,2,1,2,1,10
2430,0,1,2,1,2,2,1,4,4,5
2431,1,1,1,4,1,6,6,4,6,10
2432,0,0,3,1,3,5,7,7,7,9
2433,0,2,3,2,3,4,4,2,9,10
2434,0,0,3,3,3,1,5,6,1,10
2435,0,2,0,3,3,2,2,2,1,8
2436,1,0,3,2,1,2,3,7,6,1
2437,0,0,2,3,3,6,5,8,6,7
2438,0,2,0,0,0,4,1,1,8,5
2439,1,0,2,1,1,4,0,0,1,3
2440,1,2,2,0,3,3,2,0,0,5
2441,0,0,3,0,5,1,2,7,6,5
2442,0,0,0,3,2,4,3,8,2,7
2443,1,2,3,3,2,0,0,0,6,2
2444,1,1,2,1,3,5,6,3,1,9
2445,1,1,1,1,5,5,2,3,3,6
2446,0,0,1,3,5,3,6,5,0,5
2447,0,0,2,3,5,2,0,4,1,8
2448,0,0,2,2,4,4,4,1,5,4
2449,0,0,3,4,2,6,4,1,6,5
2450,1,1,3,0,1,5,7,2,0,9
2451,1,0,3,4,0,0,3,4,9,4
2452,0,0,1,0,1,0,3,3,6,6
2453,0,2,3,1,4,2,5,7,0,2
2454,0,0,0,0,4,2,2,8,8,10
2455,0,0,0,3,3,3,6,6,9,9
2456,1,0,3,0,2,2,4,3,8,3
2457,1,2,3,2,0,2,0,2,7,6
2458,0,2,2,0,3,2,5,8,5,6
2459,0,2,3,3,5,4,0,5,6,1
2460,1,0,2,0,2,0,3,8,3,6
2461,0,0,3,0,3,5,2,4,9,9
2462,0,0,1,4,4,3,2,7,7,0
2463,0,0,3,0,0,1,5,3,0,0
2464,0,1,2,1,0,0,1,5,3,5
2465,0,2,0,2,1,0,4,1,0,0
2466,0,2,2,3,3,6,2,3,0,9
2467,0,0,0,3,3,2,7,1,1,3
2468,1,2,3,0,2,6,5,7,0,9
2469,0,1,3,1,2,0,5,6,3,5
2470,0,2,3,1,3,1,1,8,1,0
2471,1,0,2,1,4,0,2,4,2,0
2472,0,0,2,0,1,2,6,5,9,6
2473,1,0,1,1,1,3,7,2,3,10
2474,1,2,3,3,3,3,2,6,2,5
2475,0,0,3,3,1,0,2,6,4,6
2476,1,1,3,2,3,4,6,6,3,10
2477,1,1,3,1,4,6,7,0,5,7
2478,0,2,0,3,1,5,0,7,4,8
2479,0,2,0,3,0,3,5,6,7,8
2480,1,1,3,0,4,1,4,5,6,10
2481,0,0,3,3,0,5,2,3,3,3
2482,1,0,3,0,4,2,5,6,4,0
2483,0,2,0,3,4,1,6,3,7,4
2484,0,0,3,0,4,2,3,5,5,5
2485,1,0,3,3,0,6,0,1,2,9
2486,1,1,2,3,4,5,2,1,8,5
2487,1,2,0,0,1,0,6,7,6,2
2488,0,2,3,3,2,5,0,2,5,9
2489,0,2,1,4,1,3,4,8,0,4
2490,1,0,1,1,1,4,0,7,6,0
2491,0,1,1,3,0,4,7,2,3,4
2492,1,0,0,4,5,5,1,5,0,5
2493,1,2,3,1,2,6,6,1,9,10
2494,0,2,3,3,0,1,0,6,9,3
2495,1,0,1,0,1,2,1,0,2,4
2496,0,1,1,4,1,2,5,2,4,1
2497,0,0,2,4,0,6,3,6,6,0
2498,1,1,3,1,0,4,2,3,8,9
2499,1,1,0,0,2,0,4,0,8,0
2500,0,0,3,3,2,5,1,1,4,6
2501,0,0,1,4,5,3,0,4,5,0
2502,0,0,1,1,4,1,2,3,5,4
2503,1,1,2,1,3,0,0,4,6,0
2504,1,1,3,0,4,6,3,1,2,3
2505,0,2,1,1,3,3,2,4,6,9
2506,1,0,2,1,3,6,2,7,8,7
2507,1,0,2,0,4,6,3,7,6,5
2508,0,2,3,3,5,1,1,6,1,1
2509,0,1,0,1,1,5,3,0,3,2
2510,0,1,2,4,5,4,0,6,0,6
2511,1,2,2,2,0,5,1,0,7,1
2512,0,2,3,3,0,5,2,8,4,10
2513,0,2,2,4,1,3,7,8,6,3
2514,0,2,1,3,1,3,5,6,5,2
2515,1,1,2,4,5,4,6,5,7,4
2516,1,0,3,3,2,6,6,7,0,5
2517,0,2,2,1,1,5,2,3,9,4
2518,0,2,2,0,3,2,7,0,0,6
2519,0,2,2,1,4,2,2,5,3,4
2520,1,0,2,3,3,6,5,0,4,0
2521,1,2,2,3,2,1,5,0,1,4
2522,0,1,3,0,5,0,4,3,4,9
2523,0,1,2,2,1,5,7,5,3,6
2524,1,2,2,0,1,2,0,7,5,7
2525,1,2,1,1,3,4,5,7,8,5
2526,1,0,2,0,0,0,7,1,2,10
2527,1,0,3,2,1,6,7,0,0,6
2528,1,0,3,2,3,2,0,0,9,3
2529,0,0,2,2,5,6,3,7,3,4
2530,1,0,3,2,4,1,6,7,5,2
2531,1,0,0,1,2,5,1,4,9,0
2532,0,1,0,4,0,6,6,4,2,9
2533,0,2,2,1,5,3,4,3,8,10
2534,1,0,2,1,1,4,7,3,3,10
2535,1,2,1,0,2,1,3,0,3,10
2536,0,0,0,2,0,6,1,3,8,4
2537,1,1,0,4,4,2,6,8,3,7
2538,0,0,2,3,2,1,6,6,5,5
2539,0,2,2,4,4,1,6,3,5,10
2540,1,1,0,4,3,5,6,6,8,9
2541,1,2,2,4,1,2,5,1,3,3
2542,0,2,2,2,5,2,0,4,8,7
2543,0,0,0,1,2,1,5,0,1,7
2544,1,0,0,2,4,4,5,8,5,0
2545,1,1,3,2,0,2,5,4,6,4
2546,0,2,2,1,2,2,7,0,2,3
2547,0,1,0,0,3,1,5,1,2,3
2548,1,2,2,2,4,0,5,5,2,7
2549,1,2,1,1,4,6,6,4,5,8
2550,1,1,3,0,2,3,5,7,9,6
2551,0,0,3,3,3,6,6,3,6,2
2552,0,2,1,4,4,4,3,3,0,5
2553,1,1,2,0,3,4,4,8,1,6
2554,0,2,0,2,0,2,3,3,6,0
2555,1,0,2,2,3,6,4,4,2,7
2556,0,1,3,3,5,4,1,3,8,1
2557,0,2,1,2,2,0,6,7,5,3
2558,0,2,0,4,1,0,0,7,6,0
2559,1,1,3,2,0,0,1,0,8,6
2560,1,0,0,3,4,4,6,6,6,10
2561,0,1,2,3,0,1,7,2,9,6
2562,0,2,3,4,1,4,3,4,8,9
2563,1,2,1,2,0,6,6,3,2,7
2564,1,2,3,3,3,1,6,8,7,2
2565,1,1,2,4,2,5,6,0,0,8
2566,0,2,3,4,3,5,4,8,7,3
2567,1,0,2,3,3,5,3,5,5,8
2568,1,1,3,4,1,2,0,6,1,10
2569,1,1,3,2,0,2,2,6,0,3
2570,1,0,0,1,0,2,2,1,6,5
2571,0,1,2,4,5,0,6,5,8,8
2572,1,0,3,3,1,2,1,4,2,5
2573,1,2,0,1,0,1,0,7,8,7
2574,0,1,1,3,1,0,2,0,8,0
2575,0,0,3,2,4,2,0,3,1,4
2576,0,1,3,4,2,0,0,8,0,0
2577,1,1,1,3,3,0,6,6,9,1
2578,1,2,1,0,5,2,3,3,8,5
2579,1,2,1,4,3,1,3,0,4,5
2580,1,1,1,1,1,6,6,6,2,3
2581,1,0,0,1,3,2,0,8,1,3
2582,1,0,2,2,3,0,3,7,7,1
2583,1,1,2,1,4,4,7,2,6,3
2584,0,0,3,0,4,0,2,1,2,7
2585,1,0,1,3,5,4,2,2,7,6
2586,0,1,3,1,3,1,4,3,7,9
2587,0,0,1,2,5,1,4,5,8,7
2588,0,2,2,4,2,6,5,1,5,4
2589,0,2,3,3,0,2,2,0,9,9
2590,1,1,0,2,4,0,7,5,5,7
2591,1,2,2,1,1,0,5,2,4,7
2592,0,2,3,0,4,4,0,6,0,5
2593,1,2,3,2,5,3,6,6,8,9
2594,0,0,2,3,0,2,0,1,4,5
2595,0,0,0,1,0,5,4,1,3,7
2596,0,2,0,3,3,5,1,4,8,5
2597,1,1,3,3,1,6,7,2,5,10
2598,0,2,2,3,1,3,7,1,5,8
2599,0,0,0,4,4,0,0,8,8,10
2600,1,0,2,4,5,2,6,2,6,1
2601,0,0,3,0,0,0,2,4,4,6
2602,1,2,1,4,3,0,4,0,2,9
2603,0,0,2,2,2,0,2,5,7,10
2604,1,1,3,0,5,6,6,1,1,9
2605,0,0,2,4,1,4,1,6,8,2
2606,0,2,1,4,3,0,5,8,4,8
2607,0,1,1,0,0,6,2,6,7,8
2608,1,0,2,3,0,6,1,3,2,5
2609,1,1,3,3,1,4,2,4,2,3
2610,0,2,2,1,5,3,4,2,0,6
2611,0,1,0,4,0,5,6,4,0,10
2612,1,2,2,3,0,0,7,3,3,3
2613,0,2,2,1,0,2,0,6,8,6
2614,0,0,0,4,3,2,3,3,6,4
2615,0,1,3,4,3,2,4,5,6,0
2616,0,0,2,2,4,5,3,4,1,2
2617,1,2,1,2,3,6,7,6,9,0
2618,1,0,0,2,4,0,4,5,0,4
2619,1,2,2,0,1,0,0,6,0,9
2620,1,0,0,1,3,6,3,1,5,7
2621,0,2,2,4,5,4,1,1,1,5
2622,0,1,3,4,4,6,6,4,7,10
2623,1,0,3,2,1,2,5,6,7,1
2624,1,0,1,1,5,3,5,8,9,6
2625,0,2,3,2,0,3,5,2,9,7
2626,0,1,0,3,4,6,6,0,9,7
2627,1,2,1,4,2,4,7,2,6,6
2628,0,2,2,2,5,1,3,6,5,6
2629,0,2,0,4,3,3,2,2,7,8
2630,1,0,2,1,2,5,7,8,4,9
2631,1,1,2,2,3,2,2,2,9,1
2632,1,1,0,1,2,6,2,7,5,7
2633,0,2,3,1,1,4,7,8,4,0
2634,0,1,0,3,3,2,2,2,7,8
2635,1,0,0,1,4,2,0,3,3,2
2636,1,2,3,3,2,2,7,4,1,6
2637,0,1,3,2,2,2,5,3,5,6
2638,0,0,2,2,4,3,2,3,8,7
2639,1,2,0,3,4,0,3,4,8,2
2640,0,1,2,4,2,6,6,4,9,0
2641,1,0,0,4,4,6,3,8,7,9
2642,0,2,2,1,1,5,1,5,6,4
2643,0,0,1,4,2,6,4,8,9,6
2644,1,1,0,3,2,1,4,2,0,0
2645,0,2,1,4,1,2,6,7,7,4
2646,0,0,2,1,5,2,2,6,8,10
2647,0,2,0,2,0,5,5,4,1,3
2648,1,0,1,3,0,3,1,3,4,8
2649,0,1,2,4,0,3,5,7,4,1
2650,0,2,0,0,2,2,0,8,7,7
2651,1,2,0,0,5,1,2,0,5,9
2652,1,1,3,3,4,1,7,7,8,1
2653,0,1,2,0,4,5,0,4,7,2
2654,1,2,1,1,4,0,0,5,1,9
2655,1,2,1,2,4,6,2,2,1,7
2656,1,1,1,2,0,2,1,6,5,3
2657,1,0,2,0,5,5,0,0,7,0
2658,0,1,2,2,2,4,2,2,2,5
2659,1,1,3,1,1,0,6,0,3,10
2660,0,2,3,1,3,5,0,2,3,6
2661,0,1,3,4,5,2,5,1,6,5
2662,0,0,1,1,5,6,0,0,1,1
2663,1,2,2,4,0,1,6,3,5,1
2664,0,2,1,3,0,0,2,1,5,6
2665,0,1,0,2,3,2,7,7,7,6
2666,0,1,2,2,2,2,2,8,7,6
2667,0,2,0,2,1,0,0,1,9,10
2668,1,2,2,1,3,4,0,1,3,0
2669,0,2,2,1,1,2,5,0,7,2
2670,1,0,1,3,1,4,7,3,9,5
2671,0,1,2,1,5,2,1,4,6,3
2672,1,2,2,4,5,4,2,3,5,0
2673,0,1,1,4,3,2,5,6,8,4
2674,1,2,3,1,5,6,6,1,7,6
2675,1,2,2,2,4,3,6,4,0,7
2676,0,0,2,3,4,4,0,1,3,7
2677,1,0,2,3,4,6,2,8,9,6
2678,1,1,0,3,0,0,5,3,7,1
2679,1,2,1,0,4,1,2,6,0,7
2680,1,1,1,2,2,0,0,8,0,6
2681,0,1,0,2,5,4,1,3,7,2
2682,0,2,1,2,3,1,7,0,0,9
2683,1,0,0,2,3,3,5,1,5,5
2684,0,2,1,2,3,2,3,4,2,2
2685,0,1,3,0,4,1,5,8,2,5
2686,0,0,2,3,3,2,1,3,6,1
2687,1,1,0,2,2,4,0,5,6,3
2688,1,1,2,1,2,1,1,0,2,10
2689,0,0,3,4,0,3,6,4,3,7
2690,0,2,0,0,5,3,4,6,2,4
2691,1,0,1,0,3,2,2,3,0,6
2692,0,0,1,2,3,1,3,0,1,5
2693,0,0,1,4,5,4,5,1,5,2
2694,1,2,3,2,2,6,1,7,5,0
2695,1,0,1,2,4,1,2,1,7,7
2696,1,1,2,3,4,6,7,7,1,3
2697,1,0,1,3,2,3,5,1,6,8
2698,1,1,0,2,3,5,0,0,4,7
2699,0,2,3,2,2,1,5,1,8,8
2700,1,0,3,3,0,6,4,6,2,9
2701,0,2,0,1,0,6,7,2,2,8
2702,1,2,3,3,0,3,5,8,5,3
2703,1,2,1,0,3,1,4,8,2,8
2704,1,2,2,2,3,4,4,3,9,5
2705,1,1,2,4,3,3,2,5,5,3
2706,0,2,1,2,2,6,7,7,4,3
2707,1,0,3,1,1,0,6,0,3,6
2708,1,1,3,4,1,1,4,0,1,0
2709,1,1,2,3,0,6,4,2,1,10
2710,0,2,2,2,0,3,4,1,8,2
2711,0,1,0,4,3,4,2,6,3,4
2712,0,1,1,4,3,3,1,2,7,8
2713,0,1,2,4,4,3,2,7,1,9
2714,1,2,3,0,0,1,5,5,5,3
2715,0,0,1,0,1,2,0,2,4,1
2716,0,1,3,2,5,6,4,2,8,4
2717,0,1,3,3,1,5,3,6,9,5
2718,1,0,0,4,5,5,4,1,9,8
2719,1,1,3,3,4,3,7,7,2,3
2720,1,0,1,4,3,0,0,5,7,0
2721,0,2,0,3,1,4,6,3,5,9
2722,1,0,1,1,4,6,5,6,2,2
2723,0,2,2,3,5,3,2,8,9,5
2724,1,0,1,2,5,4,0,5,6,9
2725,1,1,3,4,5,3,4,4,1,2
2726,1,2,1,3,0,2,3,7,8,6
2727,0,1,3,4,4,5,6,7,7,9
2728,0,1,2,2,4,1,7,7,4,8
2729,0,0,2,2,1,5,5,7,7,0
2730,0,2,1,1,3,6,7,4,2,2
2731,1,1,3,0,2,3,0,2,2,9
2732,1,0,0,3,0,6,1,1,1,0
2733,1,2,0,1,4,3,1,0,3,8
2734,0,2,0,1,4,1,7,6,0,10
2735,1,1,2,2,4,5,4,1,7,0
2736,0,2,2,2,1,3,6,7,5,8
2737,0,0,1,1,2,6,0,6,4,10
2738,1,0,3,1,2,1,1,1,4,0
2739,1,2,3,2,3,0,5,2,4,1
2740,0,2,0,1,5,1,3,4,3,9
2741,0,0,2,4,1,4,1,8,1,3
2742,0,1,1,1,2,6,1,6,9,4
2743,0,2,3,1,5,1,0,4,8,5
2744,0,0,3,0,4,3,1,2,7,3
2745,1,0,3,0,1,3,0,8,7,5
2746,0,1,1,2,4,4,5,4,8,6
2747,0,2,0,2,2,6,0,6,2,4
2748,1,0,2,2,2,6,1,0,9,6
2749,1,0,2,4,4,2,5,1,8,2
2750,0,0,3,4,5,1,3,5,6,6
2751,0,1,2,0,4,2,2,2,0,4
2752,1,2,1,1,3,2,1,6,0,6
2753,1,0,0,1,4,0,5,6,9,3
2754,1,0,0,1,2,3,0,1,1,3
2755,0,0,2,2,5,3,4,8,0,3
2756,1,2,3,4,3,5,2,1,6,10
2757,1,1,0,0,1,1,5,1,8,5
2758,1,1,0,4,2,3,2,2,8,1
2759,0,2,1,1,4,5,1,4,3,6
2760,1,1,2,4,4,4,6,6,0,7
2761,0,2,1,2,1,2,4,2,1,7
2762,0,1,0,3,4,6,3,5,1,1
2763,1,2,3,3,5,2,7,3,5,10
2764,0,2,2,4,1,5,7,2,4,0
2765,0,1,3,1,0,5,2,4,2,0
2766,1,2,1,4,1,4,1,7,0,8
2767,0,1,0,0,0,3,1,7,3,7
2768,1,1,3,2,1,5,6,1,3,5
2769,0,1,3,0,2,6,2,2,3,2
2770,0,2,2,0,2,6,7,0,7,7
2771,1,1,3,4,3,2,4,0,2,5
2772,1,0,1,4,3,3,7,4,6,10
2773,0,1,3,1,0,2,3,1,6,7
2774,1,0,3,0,2,0,4,2,9,10
2775,0,2,1,2,5,0,4,6,5,4
2776,0,1,0,1,1,2,2,4,1,1
2777,1,2,1,4,0,3,6,8,3,2
2778,1,2,3,3,3,5,2,3,8,3
2779,0,2,1,4,5,1,5,4,6,3
2780,0,2,2,4,5,2,5,1,5,6
2781,0,2,1,4,2,4,5,5,2,6
2782,1,0,2,0,5,3,1,0,6,10
2783,1,0,3,0,4,2,4,0,9,1
2784,1,0,1,4,0,5,7,1,7,10
2785,0,1,2,3,5,4,1,8,4,0
2786,1,1,2,0,1,0,2,2,5,0
2787,0,0,3,0,5,5,3,8,7,3
2788,1,1,2,3,5,3,2,1,7,0
2789,1,1,1,4,3,1,4,7,7,9
2790,0,2,1,4,2,1,1,5,4,5
2791,0,2,3,1,5,3,7,5,2,5
2792,0,2,1,0,2,1,6,7,3,4
2793,1,2,2,3,3,5,5,0,6,0
2794,0,2,2,1,2,5,3,1,3,1
2795,0,2,3,0,4,1,0,5,2,5
2796,0,2,0,4,1,1,0,4,1,3
2797,1,1,3,4,5,5,4,7,1,2
2798,1,1,1,0,5,2,2,2,9,1
2799,1,0,1,4,2,6,2,7,2,5
2800,0,0,2,1,1,2,2,0,8,10
2801,0,2,2,4,3,2,1,2,5,5
2802,0,1,3,2,2,3,1,4,4,8
2803,1,2,2,4,4,6,5,3,9,9
2804,1,2,3,4,1,1,1,3,1,8
2805,0,1,0,3,2,3,4,7,0,0
2806,0,1,2,4,2,6,5,7,0,4
2807,0,2,3,2,1,2,7,2,7,2
2808,0,2,3,0,4,0,4,4,4,9
2809,1,1,0,1,5,5,5,8,2,5
2810,0,1,0,0,0,3,0,1,6,1
2811,1,2,1,3,2,3,7,1,5,0
2812,0,1,1,0,1,0,1,6,4,9
2813,1,1,1,1,2,1,1,6,2,7
2814,0,1,3,4,0,0,5,7,8,6
2815,1,1,2,3,0,1,7,4,8,6
2816,1,0,3,1,1,1,7,2,9,8
2817,0,2,1,3,0,4,3,1,8,3
2818,1,2,2,2,5,5,4,7,0,0
2819,0,1,0,4,0,4,1,4,1,7
2820,1,0,2,4,1,5,2,1,6,9
2821,0,1,2,2,4,2,6,0,0,0
2822,1,1,0,0,0,1,1,0,0,10
2823,0,2,3,2,0,3,4,4,1,9
2824,1,2,1,0,5,0,3,7,8,7
2825,0,1,0,1,3,3,6,6,6,5
2826,1,1,1,4,4,1,4,6,3,8
2827,0,1,0,0,4,4,6,5,6,9
2828,0,0,2,2,4,3,3,1,2,9
2829,0,2,3,0,1,2,5,2,2,3
2830,1,2,2,1,0,0,6,3,5,2
2831,1,2,3,0,4,3,7,4,5,5
2832,0,1,2,2,5,4,6,2,3,4
2833,1,1,2,4,4,0,3,6,0,8
2834,0,1,0,3,5,1,4,3,6,7
2835,1,0,0,1,3,5,2,7,8,6
2836,0,0,3,3,0,2,5,2,9,9
2837,1,2,3,4,3,2,0,0,2,4
2838,0,1,0,3,1,4,4,3,5,9
2839,1,1,2,4,2,4,0,0,7,9
2840,1,0,1,2,5,2,5,4,0,4
2841,1,1,3,4,4,2,2,2,2,10
2842,0,2,3,4,0,3,5,2,8,8
2843,0,2,1,1,3,6,5,4,4,2
2844,1,2,0,0,2,2,1,4,6,7
2845,1,0,0,0,5,3,7,3,4,10
2846,0,0,0,1,3,1,3,5,7,9
2847,0,1,0,0,1,2,5,7,2,10
2848,1,2,2,0,0,1,3,7,4,5
2849,1,0,2,3,0,5,2,0,1,9
2850,0,2,2,0,0,3,1,3,3,7
2851,1,2,2,1,0,2,5,5,9,6
2852,0,1,0,4,4,1,0,2,4,7
2853,1,2,0,1,5,5,5,8,7,3
2854,1,0,2,2,1,0,4,8,0,0
2855,1,2,1,1,4,5,4,7,6,4
